Cust_id,Age,Income_group,Existing_Customer,Occupation_type,Education_Qualification,Dependents,Marital_Status,Gender,Debt_Burden_Ratio,Years_at_current_address,Credit_Amount,Housing_1_Own_2_Rent,Employed_since_yrs,Location,DPD_30_6M,DPD_60_6M,Months_on_book,Default_Flag,Occupation_Partner,Job_Seniority,Assets,Savings
77645,53,> 100000,0,Self-Employed,1,0,Single,M,< = 0.10,11,168989,2,17,Central,0,0,< 6,0,fixed,2,0,0.504
31169,33,<=100000,0,Govt,2,0,Single,F,< = 0.50,7,153554,1,10,Central,1,1,> = 6,1,fixed,14,0,3.4
96083,43,> 100000,0,Private,1,0,Married,F,< = 0.10,14,148688,1,15,South,0,0,< 6,0,fixed,5,0,2.38267148
51056,46,> 100000,0,Private,3,0,Single,F,> 0.50,12,123495,2,18,South,0,0,> = 6,0,fixed,10,4000,0.635294118
24286,40,< = 35000,0,Private,1,2,Single,M,> 0.50,2,290023,2,11,North,0,0,< 6,0,fixed,8,0,0.990825688
90683,44,<=100000,0,Govt,3,2,Single,M,< = 0.50,6,137517,2,10,North,0,0,> = 6,0,partime,2,0,6
38203,54,<=100000,1,Private,4,0,Married,M,< = 0.10,10,125707,2,18,North,1,0,< 6,0,fixed,6,0,3.369230769
74622,48,<=100000,0,Private,4,1,Single,F,< = 0.10,2,210627,1,17,North,0,0,> = 6,0,fixed,9,0,3.42
35071,37,<=100000,0,Govt,4,1,Married,F,< = 0.10,0,242291,1,10,Central,0,0,> = 6,0,partime,1,0,4.114285714
66918,24,< = 25000,0,Private,4,1,Single,M,> 0.50,1,277996,2,2,South,1,1,> = 6,1,fixed,4,0,8.325
2233,35,< = 50000,0,Govt,2,1,Married,M,< = 0.50,15,117888,2,9,North,0,0,< 6,0,fixed,1,0,0.444444444
64914,31,< = 25000,0,Govt,4,1,Married,F,< = 0.50,13,180730,1,4,North,0,0,< 6,0,fixed,13,1500,0.758571429
64417,44,> 100000,0,Govt,4,0,Single,F,< = 0.10,1,296722,1,18,North,0,0,> = 6,0,freelance,0,0,1.163076923
11108,44,<=100000,0,Private,2,1,Married,F,< = 0.10,10,165168,2,6,South,0,0,< 6,0,partime,1,0,2.076923077
15555,33,<=100000,0,Private,4,1,Single,M,> 0.50,4,94797,1,8,Central,0,0,< 6,0,fixed,21,1150,2.34
66180,52,> 100000,0,Govt,4,0,Single,M,< = 0.10,5,193765,1,17,South,0,0,< 6,0,fixed,2,1500,-0.96
47034,53,> 100000,0,Private,2,2,Married,M,< = 0.50,4,134159,2,14,South,1,1,< 6,0,fixed,3,5000,4.235294118
8170,45,< = 50000,0,Govt,3,2,Married,M,< = 0.10,14,62155,2,10,Central,0,0,> = 6,0,others,0,25000,13.12941176
66782,43,< = 35000,0,Private,2,0,Single,F,< = 0.10,1,89755,1,8,North,0,0,> = 6,0,fixed,2,0,2
96051,33,<=100000,0,Private,2,1,Married,F,< = 0.10,0,58460,2,7,North,0,0,> = 6,0,partime,0,0,2.34
64907,26,< = 25000,0,Govt,2,2,Single,F,< = 0.50,9,151968,1,4,North,1,1,> = 6,1,fixed,7,9200,7.6
55282,35,<=100000,0,Private,1,1,Married,M,< = 0.10,11,90124,1,9,Central,1,1,> = 6,0,partime,0,750,3.709090909
77175,37,< = 50000,0,Govt,2,1,Single,M,< = 0.10,12,277711,1,10,North,0,0,> = 6,0,fixed,4,2500,-1.62
941,41,< = 50000,0,Govt,3,0,Married,M,> 0.50,0,67548,1,8,North,0,0,> = 6,0,fixed,6,0,1.531914894
28106,42,< = 50000,0,Govt,4,1,Single,F,< = 0.50,10,221450,2,9,North,0,0,< 6,0,fixed,1,0,0.917647059
36016,50,> 100000,0,Private,4,0,Single,M,< = 0.10,11,240959,2,16,South,0,0,< 6,0,freelance,5,6000,2.976
25218,36,<=100000,0,Private,1,1,Married,F,< = 0.10,13,141722,1,10,Central,0,0,> = 6,0,fixed,4,0,4.707692308
18263,40,> 100000,0,Govt,4,0,Single,M,< = 0.10,15,231220,2,7,South,0,0,> = 6,0,fixed,5,2500,0.492
50062,33,< = 50000,0,Private,3,1,Single,M,< = 0.10,10,164859,1,9,South,0,0,< 6,0,freelance,3,0,0.857142857
17748,54,<=100000,0,Private,2,0,Married,F,> 0.50,10,192042,1,12,North,1,1,< 6,0,freelance,30,42,11.05714286
69153,38,<=100000,0,Private,3,0,Married,M,< = 0.10,11,159184,2,9,South,1,1,> = 6,0,fixed,3,0,4.163265306
98069,47,<=100000,0,Govt,3,1,Married,M,> 0.50,6,88061,2,18,South,1,1,< 6,1,fixed,40,0,10.92
93046,36,<=100000,0,Private,3,0,Married,F,< = 0.10,2,294997,1,9,North,0,0,< 6,0,fixed,2,5000,1.094117647
31988,34,<=100000,0,Self-Employed,4,2,Married,F,< = 0.50,12,107629,2,9,Central,1,0,< 6,1,fixed,8,4500,14.4
34949,39,<=100000,0,Govt,2,2,Single,M,< = 0.50,6,234358,2,11,North,0,1,> = 6,1,fixed,3,0,3.68
23199,42,<=100000,0,Private,1,1,Single,M,< = 0.10,9,181180,2,7,South,0,0,< 6,0,fixed,1,0,0.917647059
41080,52,<=100000,0,Govt,1,1,Single,F,< = 0.10,6,227560,2,14,Central,0,0,< 6,0,fixed,2,0,2.855696203
91707,42,<=100000,0,Private,1,0,Single,M,> 0.50,7,120038,1,8,South,0,0,< 6,0,freelance,1,100000,-0.672
78843,55,> 100000,0,Govt,3,1,Single,F,< = 0.10,15,227105,1,16,Central,1,1,> = 6,0,fixed,2,0,1.276595745
38779,42,> 100000,0,Private,2,0,Single,F,> 0.50,1,237374,2,16,South,0,0,< 6,0,partime,1,0,3.433846154
30342,49,> 100000,0,Private,3,1,Single,M,< = 0.10,14,267902,1,15,North,0,0,> = 6,0,fixed,0,0,0.1
90326,52,> 100000,0,Govt,3,0,Married,M,< = 0.10,0,163876,1,14,North,0,0,< 6,0,freelance,5,5000,5.22
1409,30,< = 15000,0,Govt,2,2,Single,M,< = 0.50,13,179672,2,5,North,0,0,< 6,0,fixed,2,30000,15.216
68260,37,< = 50000,0,Private,4,0,Single,M,< = 0.10,12,106452,2,7,South,0,0,> = 6,0,fixed,0,0,2.848695652
53282,29,< = 15000,0,Govt,3,1,Single,F,< = 0.10,15,273640,1,2,Central,0,0,< 6,0,fixed,2,0,5.155555556
98736,49,> 100000,0,Private,4,1,Married,F,< = 0.10,13,179301,2,20,North,1,1,< 6,0,fixed,3,0,1.034482759
22352,50,<=100000,0,Private,3,1,Married,M,< = 0.10,0,84971,1,14,South,0,0,> = 6,0,partime,1,2000,5.6
13331,40,< = 50000,0,Govt,4,0,Single,F,< = 0.50,11,187423,1,6,South,1,1,< 6,0,partime,1,5500,0.155172414
9059,52,<=100000,0,Private,1,1,Married,M,< = 0.10,15,251361,2,12,Central,0,0,> = 6,0,fixed,1,0,2.547692308
2237,49,> 100000,0,Govt,3,2,Single,F,< = 0.10,12,209516,2,20,North,0,0,< 6,0,freelance,5,15000,-0.609230769
36678,44,> 100000,0,Private,1,0,Single,F,< = 0.10,12,87737,2,14,South,0,0,> = 6,0,freelance,5,1,7.662857143
76827,34,< = 35000,0,Private,1,1,Married,M,< = 0.10,14,264023,2,10,North,0,0,< 6,0,freelance,35,11700,3.710769231
88850,41,<=100000,0,Private,2,1,Married,F,< = 0.10,15,250416,2,8,South,0,0,> = 6,0,fixed,2,6300,3.06
96351,45,<=100000,0,Govt,3,1,Married,M,< = 0.50,5,53224,2,11,North,0,0,< 6,0,fixed,4,0,2.464
76366,31,< = 35000,0,Private,2,1,Married,F,< = 0.50,15,253140,1,1,South,0,0,< 6,0,partime,2,4500,1.666666667
35916,52,> 100000,0,Private,1,0,Married,M,< = 0.10,1,192632,2,18,South,0,0,< 6,0,partime,2,0,2.30625
64161,51,<=100000,0,Govt,3,2,Married,F,< = 0.10,13,138567,2,20,South,0,0,> = 6,0,fixed,13,0,8.16
5098,42,<=100000,1,Private,2,1,Married,F,< = 0.10,12,154453,1,7,Central,1,1,< 6,0,fixed,22,16000,3.428571429
59184,39,<=100000,0,Private,2,1,Single,F,< = 0.10,10,283961,2,8,South,0,0,< 6,0,fixed,25,0,5.16
2154,39,<=100000,0,Self-Employed,1,2,Married,M,< = 0.50,8,108504,1,9,South,1,1,< 6,1,partime,1,0,1.86
19654,46,<=100000,0,Private,1,2,Married,F,< = 0.10,2,250502,2,14,South,0,0,< 6,0,freelance,10,148,0.71928
44803,38,< = 35000,0,Govt,3,1,Married,F,< = 0.50,13,225109,2,10,South,1,0,> = 6,1,fixed,5,5000,3.48
57472,42,<=100000,0,Private,4,2,Married,F,< = 0.50,13,56994,2,8,South,1,1,< 6,0,partime,0,7000,4.105263158
93859,54,> 100000,0,Private,2,0,Married,M,< = 0.10,15,289336,1,14,South,0,0,> = 6,0,fixed,0,4500,2.75
97861,37,<=100000,0,Govt,4,2,Married,F,< = 0.50,0,170902,1,8,Central,0,0,< 6,0,fixed,0,0,4.928571429
93261,44,> 100000,0,Private,2,1,Married,F,< = 0.50,11,151240,2,16,South,1,1,< 6,0,fixed,8,40000,0.276923077
7694,54,<=100000,0,Private,4,0,Seperated,M,< = 0.50,4,94195,2,17,South,1,0,< 6,1,fixed,4,12000,2.94
76019,25,< = 25000,0,Govt,4,1,Married,M,< = 0.10,6,172061,2,3,South,0,0,< 6,0,fixed,0,0,1.628571429
17989,40,<=100000,0,Govt,1,1,Married,M,< = 0.10,12,171850,2,7,South,0,0,< 6,0,fixed,10,0,0.872727273
49990,31,< = 25000,0,Govt,2,1,Single,M,< = 0.10,15,143038,1,1,South,0,0,> = 6,0,fixed,15,0,2.482758621
69921,37,<=100000,0,Private,2,1,Single,M,< = 0.50,12,118016,2,10,South,0,0,< 6,0,fixed,5,0,2.064
10943,22,< = 15000,0,Govt,3,2,Married,M,> 0.50,3,253947,2,5,North,0,0,> = 6,0,fixed,1,0,22.2
90755,39,<=100000,0,Private,2,1,Single,F,< = 0.50,15,62507,1,9,Central,0,0,> = 6,0,fixed,2,0,2.185714286
27819,22,< = 25000,0,Private,2,2,Married,F,< = 0.10,9,190351,2,3,Central,0,0,< 6,0,freelance,3,9000,4.52
35346,34,> 100000,0,Private,4,0,Married,F,> 0.50,10,141211,2,9,South,0,0,< 6,0,freelance,5,3000,-2.584615385
25885,24,< = 25000,0,Private,2,1,Married,F,< = 0.10,5,263757,2,1,Central,0,0,> = 6,0,fixed,0,0,7.4
54287,32,< = 15000,0,Govt,3,1,Single,M,> 0.50,12,155811,2,4,South,1,1,< 6,1,fixed,0,0,0.72
98776,25,< = 35000,0,Govt,2,1,Single,M,< = 0.50,5,232539,1,3,South,0,0,< 6,0,partime,7,0,4.153846154
81522,37,< = 35000,0,Govt,1,1,Single,M,< = 0.50,3,265350,1,9,Central,0,0,< 6,0,fixed,1,0,1.2
12737,38,<=100000,0,Private,1,2,Married,F,< = 0.50,7,160807,1,10,North,0,0,> = 6,0,fixed,9,1600,2.4
85963,39,<=100000,0,Private,2,2,Married,F,< = 0.10,13,263111,1,6,Central,0,0,> = 6,0,partime,1,0,4.153846154
14095,41,< = 35000,0,Private,3,2,Single,F,< = 0.10,7,66187,2,10,South,0,0,< 6,0,fixed,3,0,1.88
25441,42,< = 35000,0,Private,1,0,Single,F,> 0.50,4,274064,2,6,South,1,1,< 6,0,fixed,1,0,2.977777778
15860,43,> 100000,0,Private,3,0,Married,M,< = 0.10,10,298424,2,19,Central,1,1,> = 6,0,fixed,11,4500,3.141818182
99600,29,< = 25000,0,Private,1,1,Single,F,< = 0.10,11,121729,2,4,North,1,1,< 6,0,freelance,7,6000,-0.8
65858,49,<=100000,0,Private,3,0,Married,M,> 0.50,6,188341,2,19,Central,0,0,> = 6,0,fixed,29,0,2.357142857
36473,42,<=100000,0,Govt,1,1,Married,M,< = 0.50,7,164583,1,9,South,0,0,> = 6,0,fixed,15,7000,0.4
55591,42,<=100000,0,Govt,1,2,Single,F,< = 0.10,7,227250,2,8,Central,0,0,< 6,0,partime,1,0,-0.6
36389,42,< = 50000,0,Private,3,0,Single,M,< = 0.10,12,126880,2,8,North,0,0,< 6,0,fixed,4,0,3.657142857
31463,47,<=100000,0,Govt,4,1,Single,F,> 0.50,12,169302,2,20,North,1,1,< 6,1,fixed,6,0,18.59016393
36829,46,> 100000,0,Private,2,1,Married,M,< = 0.10,10,52318,2,17,Central,0,0,> = 6,0,others,0,4000,-0.072
62040,33,<=100000,0,Private,1,1,Single,M,< = 0.50,0,126394,1,8,Central,0,0,< 6,0,freelance,5,10000,0.329142857
90319,45,<=100000,0,Private,2,1,Married,F,< = 0.10,15,147109,1,20,North,0,0,> = 6,0,fixed,10,5000,0.696
91354,45,<=100000,0,Private,1,0,Married,F,< = 0.10,12,298241,1,10,North,0,0,< 6,0,partime,0,0,1.296
95645,45,<=100000,0,Govt,4,0,Married,M,> 0.50,7,260094,2,6,North,0,0,< 6,0,fixed,7,0,2.113720643
17334,43,<=100000,0,Govt,3,1,Married,F,< = 0.50,5,52911,1,19,North,1,1,> = 6,0,freelance,6,0,7.375
27199,34,<=100000,0,Private,4,1,Married,M,< = 0.50,6,243442,1,9,South,0,0,> = 6,0,fixed,12,2500,-0.08
83501,41,<=100000,0,Private,4,0,Single,M,< = 0.50,13,203394,2,11,South,1,1,> = 6,1,fixed,8,7000,0.514285714
19388,52,<=100000,0,Govt,4,0,Married,M,< = 0.10,6,52723,2,20,South,0,0,> = 6,0,freelance,3,0,6.414545455
5513,38,< = 50000,0,Govt,3,0,Married,M,> 0.50,15,193056,1,7,North,1,1,< 6,1,fixed,8,8000,11.712
95807,48,> 100000,0,Govt,1,1,Single,F,> 0.50,9,68186,1,12,North,0,0,< 6,0,partime,1,7000,4.981132075
82092,46,<=100000,0,Private,3,0,Single,F,< = 0.10,9,223908,1,15,North,0,0,> = 6,0,fixed,10,0,-0.16
23161,38,<=100000,0,Private,2,1,Married,M,< = 0.10,9,252090,1,9,South,0,0,< 6,0,fixed,1,0,2.304
39586,22,< = 15000,0,Govt,1,0,Married,M,< = 0.10,5,202465,2,3,Central,0,0,> = 6,0,freelance,40,13500,4.032
4909,42,> 100000,0,Private,3,1,Married,F,< = 0.50,13,113089,2,8,South,0,0,> = 6,0,freelance,3,3500,1.74
12219,41,< = 50000,0,Private,2,0,Single,F,< = 0.10,1,229164,1,6,North,0,0,< 6,0,fixed,22,0,13.392
16832,46,<=100000,0,Govt,2,0,Single,M,> 0.50,3,216852,1,16,Central,0,0,< 6,0,fixed,1,0,0.875
35488,50,> 100000,0,Govt,2,2,Single,F,< = 0.10,3,70484,1,12,South,1,1,> = 6,0,partime,0,0,5.348571429
55906,45,> 100000,0,Private,4,0,Married,F,< = 0.10,5,272563,1,11,North,1,1,< 6,0,partime,0,1500,5.686956522
48332,44,> 100000,0,Private,3,0,Married,F,> 0.50,6,55165,2,7,South,0,0,> = 6,0,fixed,9,0,3.42
20013,43,<=100000,0,Private,1,1,Single,F,> 0.50,15,121735,2,13,North,0,0,< 6,0,freelance,0,0,0.617142857
29679,36,< = 50000,0,Govt,2,1,Married,F,< = 0.50,10,233901,1,6,South,0,0,< 6,0,freelance,1,4000,-0.72
67939,28,< = 15000,0,Private,4,1,Married,M,< = 0.10,2,94232,1,2,Central,1,0,< 6,0,partime,4,5000,4.430769231
97732,32,< = 25000,0,Govt,4,1,Single,F,< = 0.50,14,270934,1,1,Central,0,0,> = 6,0,fixed,1,0,22.2
35552,34,< = 35000,0,Govt,2,2,Single,F,< = 0.50,14,222619,2,9,South,1,1,< 6,0,freelance,4,0,1.6
98706,27,< = 25000,0,Private,2,1,Single,M,< = 0.50,5,204998,2,2,Central,0,0,< 6,0,freelance,2,0,5.04
62819,36,<=100000,0,Private,2,1,Single,F,< = 0.10,10,135816,2,8,South,0,0,< 6,0,fixed,3,0,7.2
27509,43,<=100000,0,Private,3,2,Married,F,< = 0.10,13,170462,2,10,North,0,0,> = 6,0,fixed,3,0,3.908571429
58875,44,<=100000,0,Private,1,2,Single,M,> 0.50,14,251128,2,20,South,1,1,< 6,1,fixed,5,15000,6.923076923
68905,53,<=100000,0,Private,2,1,Single,M,< = 0.10,12,295267,1,15,South,1,1,> = 6,0,fixed,1,0,1.885714286
3926,36,< = 50000,0,Govt,4,2,Single,F,< = 0.10,12,271789,2,10,South,0,0,< 6,0,partime,0,0,0.589090909
10027,47,> 100000,0,Private,2,1,Single,F,< = 0.10,7,114637,1,13,North,0,0,< 6,0,fixed,11,5000,2.4
68488,29,< = 25000,0,Govt,4,1,Single,F,< = 0.10,12,283222,2,5,South,0,0,> = 6,0,freelance,2,0,13.392
56636,44,> 100000,0,Private,2,0,Single,M,> 0.50,15,254061,2,17,South,1,1,> = 6,0,fixed,0,0,8.228571429
7265,38,< = 50000,0,Govt,3,1,Single,M,< = 0.10,15,94516,1,8,North,0,0,< 6,0,others,0,0,-0.6
3033,41,< = 50000,0,Private,2,0,Single,F,< = 0.10,1,229164,1,6,North,0,0,< 6,0,fixed,1,0,2.977777778
19904,33,< = 50000,0,Govt,2,2,Married,M,< = 0.50,3,67887,1,6,South,0,0,> = 6,0,partime,0,0,1.542857143
564,40,< = 35000,0,Private,4,0,Single,M,> 0.50,11,106851,1,8,North,0,0,< 6,0,freelance,4,3500,0.830769231
97070,44,< = 35000,0,Govt,3,1,Married,M,< = 0.50,2,292912,2,8,South,0,0,< 6,0,partime,0,5000,4.846153846
56446,23,< = 25000,0,Private,3,1,Single,M,< = 0.10,5,255029,2,2,North,0,0,< 6,0,freelance,0,0,6.369230769
620,33,<=100000,0,Govt,2,0,Single,F,< = 0.10,0,133528,1,9,South,0,0,< 6,0,freelance,2,0,8.5
11853,34,< = 50000,0,Govt,4,2,Married,F,< = 0.10,2,186036,1,10,North,0,0,< 6,0,partime,0,0,2.504854369
33255,54,> 100000,0,Private,3,0,Single,M,< = 0.50,1,184740,2,17,South,0,0,> = 6,0,freelance,3,9000,4.52
95372,43,< = 50000,0,Private,4,0,Single,M,< = 0.50,14,262697,1,9,Central,0,0,> = 6,0,partime,1,0,0.308571429
17632,53,> 100000,0,Private,1,1,Single,F,> 0.50,15,155084,1,12,South,0,0,< 6,0,fixed,1,0,0.9
16425,41,< = 50000,0,Govt,3,0,Single,F,> 0.50,0,150316,2,9,Central,0,0,< 6,0,fixed,3,0,4.163265306
83402,38,< = 50000,0,Private,3,2,Married,F,< = 0.10,13,57755,1,6,North,0,0,> = 6,0,fixed,14,0,2.314285714
93576,52,> 100000,0,Private,2,1,Married,F,< = 0.10,6,187605,2,14,Central,0,0,< 6,0,freelance,0,0,2.64
11346,39,<=100000,0,Self-Employed,1,0,Single,F,< = 0.50,10,60595,2,10,South,1,0,> = 6,1,fixed,5,0,3.642857143
20341,54,<=100000,0,Private,2,2,Married,F,< = 0.50,8,214294,2,20,Central,1,0,< 6,0,fixed,10,0,0.872727273
34876,45,< = 50000,0,Govt,2,1,Married,F,< = 0.10,11,218762,2,6,South,0,0,> = 6,0,freelance,5,4000,0.857142857
65613,30,< = 25000,0,Govt,3,0,Married,F,< = 0.50,2,140684,2,5,North,1,0,< 6,1,freelance,11,4000,10.656
80773,39,<=100000,0,Private,2,1,Married,M,> 0.50,9,67288,1,9,Central,1,1,< 6,1,freelance,10,4000,-0.413333333
78881,32,< = 25000,0,Private,3,1,Single,M,< = 0.10,14,54561,1,3,North,0,0,> = 6,0,fixed,6,0,5.7
44823,40,<=100000,0,Private,1,1,Married,M,< = 0.10,11,127518,2,9,South,0,0,< 6,0,partime,2,0,1.296
92938,36,<=100000,0,Private,3,1,Married,M,< = 0.10,10,119562,1,7,South,0,0,> = 6,0,fixed,2,4000,0.171428571
84157,44,< = 50000,0,Govt,1,1,Married,F,< = 0.10,7,278130,1,8,South,0,0,> = 6,0,partime,0,0,1.430769231
38005,39,<=100000,0,Private,2,0,Single,F,< = 0.10,5,245153,2,10,North,0,0,< 6,0,others,0,100000,9.461538462
57930,35,< = 35000,0,Self-employed,4,0,Married,M,> 0.50,15,205397,2,10,North,1,1,< 6,1,partime,0,3000,3
26440,37,<=100000,0,Private,1,1,Married,F,< = 0.10,12,82112,1,7,South,1,0,> = 6,0,freelance,2,0,13.392
78880,46,<=100000,0,Private,3,1,Married,F,< = 0.10,0,130594,2,14,South,1,1,< 6,0,fixed,4,0,4.707692308
72457,28,< = 15000,0,Private,1,1,Married,F,< = 0.50,14,61179,2,2,South,1,0,> = 6,0,fixed,2,13000,-1.595567867
57641,53,> 100000,0,Private,3,0,Single,M,< = 0.10,15,129480,2,20,North,0,0,< 6,0,fixed,9,0,0.4
52998,50,> 100000,0,Govt,2,1,Married,F,< = 0.50,6,245628,1,14,Central,0,0,> = 6,0,fixed,11,3000,2.068965517
11790,23,< = 35000,1,Private,1,1,Single,M,< = 0.50,13,51819,1,1,South,1,0,> = 6,0,fixed,11,0,-1.44
64497,40,< = 50000,0,Govt,1,1,Married,F,< = 0.50,1,132968,1,9,North,0,0,< 6,0,fixed,5,0,-0.106105263
93608,42,> 100000,0,Govt,3,1,Married,F,< = 0.50,11,190905,2,7,Central,0,0,> = 6,0,fixed,6,0,3.25
66270,33,< = 50000,0,Self-Employed,1,1,Married,M,> 0.50,11,134523,2,7,Central,1,1,< 6,1,fixed,1,0,4.896
22466,40,<=100000,0,Private,1,2,Single,F,< = 0.10,12,250330,1,9,South,0,0,< 6,0,freelance,15,3572,-0.486109091
30468,41,<=100000,0,Private,3,1,Married,M,< = 0.10,9,261328,2,9,South,0,0,< 6,0,freelance,1,6000,1.296
96094,42,> 100000,0,Private,4,1,Married,M,< = 0.10,12,52095,1,7,South,0,0,> = 6,0,freelance,2,29000,1.230769231
2172,34,<=100000,0,Govt,4,0,Married,F,< = 0.10,13,85187,2,9,Central,0,0,< 6,0,partime,0,0,6.9
82263,45,<=100000,0,Private,1,2,Single,F,< = 0.10,0,192802,1,6,Central,0,0,< 6,0,partime,0,4500,-0.435
96167,30,< = 15000,0,Govt,2,1,Married,M,< = 0.10,7,264494,2,2,South,1,1,< 6,0,freelance,15,148,0.756738462
79350,47,<=100000,1,Private,2,1,Married,M,< = 0.10,13,208085,1,18,North,1,0,< 6,0,fixed,3,0,1.615384615
23054,42,<=100000,0,Govt,2,0,Married,M,< = 0.50,7,214384,1,13,South,1,1,< 6,1,fixed,0,4000,3.864
35872,43,< = 50000,0,Self-Employed,3,0,Married,M,< = 0.10,2,146745,2,9,North,0,0,< 6,0,fixed,1,0,1.68
88092,40,<=100000,0,Private,3,2,Single,F,< = 0.10,4,89249,2,7,North,0,0,< 6,0,partime,1,2500,-0.3375
84282,36,> 100000,0,Private,1,2,Married,F,< = 0.10,12,228450,1,7,North,1,1,> = 6,0,freelance,15,8000,5.573333333
66129,35,< = 50000,0,Govt,1,1,Single,F,< = 0.10,13,212314,2,7,South,0,0,> = 6,0,fixed,3,0,3.272727273
29348,45,< = 35000,0,Private,2,0,Married,F,< = 0.10,12,278282,2,10,North,0,0,> = 6,0,freelance,14,148,1.336628571
74764,36,<=100000,0,Self-Employed,2,0,Married,M,< = 0.50,6,219275,1,8,North,1,1,> = 6,1,fixed,18,5500,4.40625
56426,42,> 100000,0,Private,3,2,Married,M,< = 0.50,13,114433,2,18,South,0,0,> = 6,0,fixed,3,0,2.1
3826,38,< = 50000,0,Private,4,2,Single,M,< = 0.10,6,74186,2,7,Central,1,1,< 6,0,fixed,3,0,17.14285714
99686,50,> 100000,0,Govt,3,2,Single,M,< = 0.10,8,113319,1,13,North,1,1,< 6,0,fixed,9,0,2.818791946
76132,24,< = 25000,0,Govt,1,0,Married,F,> 0.50,12,222485,2,3,North,0,0,> = 6,0,partime,1,0,-0.568421053
71582,38,< = 35000,0,Govt,4,1,Single,F,< = 0.50,0,191686,2,10,Central,1,1,< 6,1,fixed,15,3000,14.4
22730,44,<=100000,0,Private,1,1,Single,F,< = 0.10,11,238675,2,7,North,0,0,> = 6,0,freelance,15,16000,2.475
50691,41,<=100000,0,Govt,2,2,Single,M,< = 0.10,4,228431,2,9,Central,0,0,< 6,0,partime,0,3500,3.024
93973,24,< = 35000,0,Self-Employed,2,0,Married,M,< = 0.50,15,132397,2,1,Central,1,0,> = 6,1,fixed,7,0,4
11702,38,<=100000,0,Private,2,1,Married,M,< = 0.10,0,227641,2,9,South,1,0,> = 6,0,fixed,0,9500,1.842857143
55863,27,< = 25000,0,Self-Employed,1,1,Single,F,< = 0.50,6,96815,1,2,Central,1,1,> = 6,1,fixed,14,5000,3
65512,51,<=100000,0,Private,3,0,Married,F,< = 0.10,11,221730,1,17,Central,0,0,< 6,0,freelance,1,0,1.184
22243,43,> 100000,0,Private,3,1,Married,F,< = 0.10,9,292061,2,13,Central,0,0,< 6,0,fixed,25,0,2.491450904
87454,37,< = 50000,0,Govt,4,1,Married,F,< = 0.10,13,99319,1,7,Central,0,0,> = 6,0,fixed,3,0,1.615384615
24835,37,> 100000,0,Govt,2,1,Single,F,< = 0.10,10,269853,2,9,North,0,0,< 6,0,freelance,3,0,6.414545455
44708,47,<=100000,0,Govt,4,0,Married,M,< = 0.10,2,88833,2,16,North,0,0,> = 6,0,fixed,3,0,0.48
43886,51,<=100000,0,Private,3,2,Married,M,> 0.50,8,288035,1,16,Central,0,0,< 6,0,fixed,7,8000,5.739130435
37586,53,<=100000,0,Private,2,1,Married,F,< = 0.10,10,104897,2,12,North,0,0,> = 6,0,partime,0,0,0.337297297
83641,54,> 100000,0,Private,1,1,Single,F,< = 0.10,7,285665,1,14,North,0,0,> = 6,0,freelance,1,4000,3.968
73712,42,<=100000,0,Govt,1,1,Married,F,< = 0.50,6,166757,1,10,Central,0,1,< 6,1,fixed,4,13000,5.493
93444,37,<=100000,0,Self-Employed,2,0,Married,F,< = 0.10,8,192725,2,10,North,0,0,< 6,0,partime,0,0,1.925581395
45502,41,<=100000,0,Private,2,0,Single,M,< = 0.50,13,270046,2,7,South,1,0,< 6,1,fixed,10,1434,7
27792,24,< = 25000,0,Private,1,0,Single,M,> 0.50,4,69705,1,3,North,0,0,> = 6,0,fixed,5,3000,-0.991304348
30242,42,> 100000,0,Private,3,0,Single,F,< = 0.10,15,249192,2,11,South,0,0,< 6,0,freelance,0,20000,3.573333333
35396,29,< = 25000,0,Govt,3,2,Single,M,< = 0.10,9,177797,2,5,South,0,0,> = 6,0,partime,0,15000,-0.461538462
1145,49,> 100000,0,Private,2,1,Married,M,< = 0.10,3,56385,2,18,Central,0,0,> = 6,0,others,0,3500,2.365714286
74739,38,<=100000,0,Govt,4,2,Single,F,< = 0.10,9,159108,2,10,South,1,1,< 6,0,freelance,1,9000,6
87738,39,<=100000,0,Private,2,0,Single,F,> 0.50,3,168971,1,6,North,0,0,< 6,0,fixed,1,0,2.842105263
85024,42,> 100000,0,Govt,3,0,Married,F,< = 0.10,0,258276,1,17,Central,0,0,> = 6,0,freelance,3,10000,4.875
95657,26,< = 35000,0,Govt,2,0,Single,M,< = 0.50,14,271030,1,1,North,1,1,< 6,1,fixed,2,0,2.4375
25415,42,> 100000,0,Govt,2,0,Married,M,> 0.50,6,269281,2,14,South,0,0,< 6,0,others,1,6000,-0.9
12358,40,> 100000,0,Private,3,0,Single,F,< = 0.10,6,124255,1,11,Central,0,0,< 6,0,fixed,1,7700,6.624
30908,54,<=100000,0,Govt,4,2,Married,F,> 0.50,13,204435,2,20,Central,0,0,< 6,0,partime,2,0,4.965517241
48121,44,<=100000,0,Private,4,2,Single,F,> 0.50,4,124062,1,10,Central,0,0,< 6,0,fixed,3,4000,3
71669,26,< = 35000,0,Private,2,1,Married,F,< = 0.10,7,142262,2,4,North,0,0,< 6,0,fixed,0,0,3.709090909
10059,24,< = 15000,0,Private,4,0,Married,F,< = 0.10,15,85959,1,4,South,0,0,< 6,0,partime,1,0,12.24
